"hru","2010","2020","2030","2040","2050","2060","2070","2080","2090"
"6790","496.66812500000015","514.890625","506.0815624999999","502.87531249999995","513.3100000000001","495.2068750000001","508.6312500000001","502.77468749999997","501.39875000000006"
"6791","537.9381034482758","547.955344827586","548.1686206896552","537.3606896551723","542.9036206896554","540.9460344827588","544.0977586206897","541.0582758620687","544.6296551724135"
"6798","765.2190476190476","793.1642857142856","779.8680952380952","826.7161904761905","765.2471428571428","667.0857142857143","575.3477142857142","464.1957142857143","763.9395238095237"
"6799","560.6129999999999","556.721","552.763","460.23999999999995","332.986","378.07","526.5840000000001","580.219","627.3720000000001"
"6294","683.8042857142856","704.9828571428571","665.5042857142859","642.4321428571428","445.3435714285714","502.3728571428572","547.1657142857142","523.84","466.7661428571429"
"270","763.8955555555555","747.4616666666667","725.0711111111112","756.7294444444445","764.9283333333334","808.3572222222222","729.9455555555555","586.3605555555555","362.0777777777778"
"271","735.8171428571429","676.6771428571429","725.1442857142857","739.5985714285714","583.7085714285714","642.8800000000001","703.8985714285715","686.0171428571427","635.2265714285714"
"272","717.1252542372881","718.2516949152545","705.8140677966103","712.3750847457628","730.9510169491523","647.9084745762713","661.5971186440679","758.1571186440677","600.175254237288"
"273","655.994642857143","676.3725000000001","652.7732142857142","663.7414285714285","484.73607142857145","460.9125000000001","555.6021428571428","528.9996428571429","445.38771428571425"
"274","775.86","773.28","753.65","782.22","788.04","836.15","782.11","627.48","414.32"
"275","841.2400000000001","734.13","706.8166666666666","688.29","443.36666666666673","482.15000000000003","675.1866666666667","747.4733333333334","628.26"
"276","723.122352941176","710.0702941176471","699.1898529411764","699.236176470588","507.51088235294117","446.8560294117648","492.1660294117645","579.6841176470587","494.2725"
"277","734.0410810810811","728.3267567567568","707.1956756756756","731.275945945946","691.8654054054053","715.6621621621623","706.3345945945945","712.101891891892","691.3781081081081"
"278","872.79","315.94","257.18","261.77","317.61","709.46","765.73","862.6","488.73"
"279","802.7466666666668","788.1166666666667","794.1566666666668","778.9866666666667","797.79","823.6700000000001","688.4066666666666","657.5533333333333","620.1466666666666"
"2143","623.7063157894736","641.9078947368422","624.5294736842106","657.2526315789474","490.6236842105262","504.8052631578947","605.4815789473685","692.8257894736842","469.33526315789476"
"2142","774.0066666666667","820.81","812.7733333333332","752.3833333333333","535.96","556.42","617.8166666666667","125.39","307.27"
"3519","815.2468571428569","790.6582857142859","740.9774285714288","711.0942857142858","717.9480000000001","711.7005714285715","708.8494285714286","708.6151428571429","797.5585714285716"
"3518","687.7624999999999","698.02125","698.6537500000001","717.76875","705.0825","427.3787499999999","591.63375","704.2075","762.48875"
"3513","565.3476190476189","572.8433333333332","581.1566666666665","586.6238095238095","580.592380952381","589.5519047619047","582.3185714285713","570.3414285714285","589.7852380952381"
"3512","493.4400000000001","495.57642857142855","498.4921428571429","484.05642857142857","497.9442857142858","498.98285714285714","499.3185714285715","508.7092857142856","513.8257142857143"
"3511","528.7499999999999","559.002","577.9573333333334","567.9973333333334","596.6640000000001","572.5286666666668","515.0426666666666","515.602","552.2806666666668"
"3517","487.88","484.67","479.48","478.62","484.71","494.76","496.97","487.0","501.73"
"3516","504.2483333333333","522.8249999999999","522.87","512.8733333333333","524.7950000000001","533.6466666666666","512.3816666666667","507.01000000000005","527.7416666666667"
"3515","496.465","495.10714285714283","509.8335714285714","503.2142857142857","506.79857142857145","511.2642857142857","504.8614285714286","526.4485714285714","521.0635714285714"
"3514","575.1187500000001","603.625","582.8512499999999","602.57375","611.165","594.4312500000001","566.3375","581.1962500000001","590.9"
"2688","885.69","964.6966666666667","979.9666666666667","793.8166666666666","555.57","770.9699999999999","862.9133333333334","975.2199999999999","962.9133333333333"
"2689","667.3057142857143","669.8935714285715","662.0542857142857","659.4985714285714","598.1842857142857","588.1478571428571","598.7585714285715","669.7235714285715","703.597857142857"
"2684","710.16","849.7","881.5","943.0450000000001","906.655","321.86","460.41499999999996","401.05","535.55"
"2685","759.6850000000001","736.7871428571427","647.2607142857142","654.5485714285714","732.0164285714287","1040.7128571428573","1071.982857142857","890.6700000000001","594.0621428571429"
"2686","812.0611363636363","609.7443181818182","621.0888636363638","729.8145454545454","502.63340909090914","438.09818181818173","610.5338636363635","741.5663636363636","723.0334090909092"
"2687","1043.2438888888892","942.5477777777778","786.9249999999998","822.1105555555556","858.3727777777777","846.7572222222221","731.2305555555555","841.483888888889","940.1188888888887"
"2680","706.06","734.1","726.4499999999999","750.4833333333332","624.3166666666667","817.39","825.8933333333333","827.93","817.4733333333334"
"2681","713.444","815.6089999999999","827.9109999999998","823.8770000000001","648.0830000000001","694.284","782.754","565.1879999999999","655.7990000000001"
"2682","738.4325","655.36","727.8399999999999","779.5674999999999","792.4325","809.9949999999999","743.38","658.1324999999999","701.2674999999999"
"2683","876.4233333333333","768.8366666666667","773.7966666666666","838.7199999999999","750.8233333333334","713.02","695.4533333333334","854.9100000000002","902.3733333333334"
"99","725.985","716.3050000000001","716.35","719.165","463.78499999999997","485.33500000000004","549.515","618.69","695.285"
"98","565.0840000000001","509.474","505.968","501.40199999999993","350.038","372.154","545.712","553.564","555.75"
"91","687.93","673.4321428571429","674.6485714285715","639.7257142857142","431.925","446.94571428571425","541.2078571428572","537.385","589.3685714285714"
"90","622.815","627.4483333333334","589.9350000000001","612.0466666666667","601.395","659.2399999999999","580.3366666666666","614.5916666666666","520.5816666666668"
"93","663.9358620689653","648.1848275862068","648.5812068965516","648.0336206896551","517.7425862068967","520.0163793103446","536.0218965517238","571.2065517241377","621.0598275862068"
"92","592.645","640.058","712.29","768.311","520.102","461.10299999999995","562.276","624.335","646.894"
"95","573.9257142857142","662.6428571428571","660.7371428571429","707.6414285714285","462.75","413.09857142857135","548.7414285714286","609.8285714285714","625.7171428571429"
"94","672.29625","647.1437500000001","697.02","739.0962499999999","529.3487500000001","496.18375000000003","606.72375","630.38","687.42125"
