"huc","2010","2020","2030","2040","2050","2060","2070","2080","2090"
"170900020202","165526.53286713286","233848.27272727274","120193.74545454545","117663.53566433566","80956.3972027972","31425.38041958042","72498.0923076923","31824.916083916083","39892.639160839164"
"170900020205","44470.28013392857","49726.275669642855","30000.612723214286","49082.744419642855","15833.68638392857","2384.3571428571427","26446.160714285714","2220.9910714285716","6915.219866071428"
"170900020204","27489.674311926607","30187.5871559633","21071.06880733945","27991.5","9233.504587155963","2081.7683486238534","16290.694954128441","1666.8623853211009","4505.438073394495"
"170900050206","2446615.503875969","2246194.7054263568","2094197.2635658914","1572520.8217054263","1284067.6356589147","856124.7635658914","977330.3875968992","427137.42248062015","493580.7984496124"
"170900050207","644496.1904761905","535749.900952381","499167.70285714284","272731.0380952381","216775.81714285715","90162.92952380952","210925.1638095238","69898.53714285714","151907.70666666667"
"170900050204","2667089.1169590643","2210645.269005848","2047188.283625731","1378771.1169590643","1147002.888888889","620562.4298245613","823134.0789473684","296122.8771929825","414555.7046783626"
"170900050205","764959.419520548","573376.7842465753","553087.2825342466","318896.1181506849","243261.91609589042","104668.60102739726","200544.58219178082","58472.44520547945","127527.93835616438"
"170900050202","897894.0201511335","799904.7355163728","725336.4030226701","447421.5919395466","346412.5214105793","157754.80100755667","336224.56171284633","104906.5491183879","246270.3677581864"
"170900050203","812409.4240601504","635489.245112782","591621.1984962407","374303.2045112782","295332.1278195489","139624.8045112782","210243.15338345864","64983.36090225564","120084.8030075188"
"170900050201","1251737.3738872404","979856.8516320474","914826.7863501484","606790.5074183976","443872.7833827893","197306.0","340764.37388724036","100971.48961424333","222839.53412462908"
"170900050208","103385.95431472082","131944.42639593908","100551.28426395939","57140.233502538074","60836.30964467005","24553.908629441623","76740.56345177664","21330.781725888326","39648.85279187817"
"170900040603","44286.893982808026","52993.10888252149","21811.92836676218","50638.06876790831","16156.558739255015","1060.8252148997135","25940.865329512893","1425.5616045845272","6697.1747851002865"
"170900040602","36972.072","41761.672","18565.816","47538.896","14908.02","617.916","22540.564","726.696","5716.904"
"170900040601","39746.99708454811","55061.52332361516","24047.377551020407","41923.67638483965","17005.67201166181","2631.922740524781","26527.600583090378","3629.276967930029","6940.453352769679"
"170900040605","18668.254945054945","19823.806593406593","9638.810989010988","24831.4989010989","7256.665934065934","373.56263736263736","9868.162637362637","375.3142857142857","2581.69010989011"
"170900040604","31654.017291066284","36433.443804034585","16149.809798270893","38238.864553314124","12344.7060518732","799.6224783861671","19241.322766570604","755.4755043227666","4828.017291066282"
"170900060701","141772.87781350483","176041.05144694535","118490.65273311897","78622.75884244373","73083.03215434084","29915.282958199357","75958.41479099679","28055.614147909968","42179.61093247589"
"170900060702","127510.16507936508","201811.0634920635","110798.09841269841","101873.21587301587","70992.6507936508","27358.67619047619","79952.92380952381","31307.209523809524","39426.555555555555"
"170900060703","78556.08875739644","123140.5325443787","76440.34714003945","91971.94477317554","35561.35305719921","9650.546351084813","48150.75936883629","6280.250493096647","16389.6449704142"
"170900060704","167793.81958762885","285919.84793814435","161456.70876288658","149125.20618556702","84056.86855670103","30996.059278350516","121766.64948453609","29285.134020618556","44144.38144329897"
"170900060705","28168.894882434302","45219.08022130014","33010.367911479945","36527.705394190874","12313.439834024895","2501.352697095436","22479.762102351313","901.8824343015215","5783.442600276625"
"170900070402","6050.447124304267","12775.280148423006","11455.790352504639","5863.404452690167","3846.252319109462","0.0","16914.86641929499","26.769944341372913","1210.382189239332"
"170900070403","11185.094142259415","19538.20920502092","17970.830543933054","11301.648535564853","5745.4037656903765","15.395397489539748","24328.648535564855","145.11297071129707","1738.3702928870293"
"170900070401","6487.858455882353","12974.16911764706","11502.016544117647","7235.137867647059","4298.288602941177","2.661764705882353","16359.126838235294","50.7077205882353","1369.875"
"170900070404","9224.623966942148","17861.698347107438","13280.173553719009","11087.973140495867","4664.144628099173","291.7396694214876","20084.902892561982","240.79545454545453","1617.0351239669421"
"170900070405","8282.402010050251","15214.449748743718","14863.967336683418","7736.565326633166","4319.459798994975","0.0","21325.46231155779","14.547738693467336","1300.5904522613066"
"170900080702","23745.43316831683","51248.38861386139","39363.148514851484","23043.77475247525","12715.752475247526","95.6930693069307","52991.97896039604","311.0829207920792","5961.962871287129"
"170900080703","11837.550666666666","24311.430666666667","20331.72266666667","11077.692","6432.612","15.12","25282.794666666665","185.14","2886.488"
"170900080701","36403.087091757385","78142.96734059099","63548.98444790047","34425.47122861586","19125.956454121308","0.0","82829.70606531882","469.6267496111975","9412.415241057543"
"170900050501","845656.7592592592","630961.6898148148","598026.9675925926","336042.1990740741","227487.57407407407","120297.6574074074","207046.88425925927","79525.54166666667","167730.49074074073"
"170900050503","236895.06476683938","275078.58808290155","196933.95336787566","122098.91968911917","106900.52590673575","47431.391191709845","131746.90155440415","44162.19689119171","78095.75388601037"
"170900050502","279899.564738292","261105.67493112947","229584.3305785124","126248.8347107438","94623.28099173553","44278.00826446281","106903.13774104683","36920.17355371901","71741.64462809918"
"170900050505","51397.142857142855","77030.83482142857","45322.72767857143","58200.299107142855","25350.303571428572","6795.491071428572","29922.15625","6548.629464285715","11940.763392857143"
"170900050504","59333.94242424242","96462.52121212121","52987.17878787879","59645.44242424242","32247.590909090908","8773.357575757576","35418.393939393936","11695.357575757576","14801.263636363636"
"170900030201","47687.55835962145","91604.80283911672","50114.988958990536","50213.68611987382","18758.894321766562","2095.0473186119875","36958.712933753945","2903.0930599369085","6612.274447949527"
"170900030202","56015.25806451613","98965.15619694398","54093.78777589134","60543.43972835314","22235.312393887947","2503.9405772495757","47594.59422750425","3658.516129032258","7804.801358234296"
"170900030203","47791.04526748971","85356.17283950618","49055.325102880655","52496.44855967078","19493.135802469136","1926.20987654321","39013.46502057613","2115.3909465020574","7444.049382716049"
"170900030204","42036.889145496534","76167.61431870669","38916.42494226328","46094.20092378753","16222.63741339492","1905.7644341801386","37528.84064665127","2762.651270207852","6467.057736720554"
"170900030205","21243.42735042735","39030.22222222222","22735.125356125358","26991.806267806267","9216.210826210827","676.0940170940171","19049.190883190884","618.8660968660969","3925.022792022792"
"170900030206","24313.336405529953","31913.460829493088","16623.972350230415","32771.142857142855","10018.262672811059","781.3640552995391","19459.10138248848","710.8248847926267","3754.4930875576038"
"170900030207","50077.46020761246","61477.17647058824","34106.653979238756","67845.28027681661","20277.97577854671","1474.809688581315","38920.148788927334","1238.8615916955018","7610.878892733564"
"170900030208","54324.94362017804","52257.27299703264","35587.20771513353","86803.27002967359","24610.632047477746","1150.020771513353","43218.43323442136","289.7448071216617","8769.994065281899"
"170900030209","46259.0","80508.89497716895","40886.511415525114","53261.55707762557","18043.488584474886","1684.3972602739725","36264.9497716895","1899.3424657534247","7134.8721461187215"
"170900100204","19144.635714285716","46694.38333333333","33543.44761904762","22996.011904761905","9565.180952380952","1258.7238095238095","40903.38809523809","1968.702380952381","3446.1047619047617"
"170900100205","14349.387755102041","33215.707482993195","24993.173469387755","16025.513605442176","6725.448979591837","415.9149659863946","31182.255102040817","777.2721088435375","2457.6938775510203"
"170900100206","24354.93358633776","49150.087286527516","40182.15559772296","25592.07210626186","12735.366223908919","86.06641366223909","54561.55028462998","513.9753320683112","4193.9165085388995"
"170900100201","108984.965","245774.595","161075.845","106411.675","80364.535","22720.125","171867.625","21794.175","24983.11"
"170900100202","11974.867276887871","28028.462242562928","22009.75514874142","13181.409610983981","6294.00228832952","255.77803203661327","29318.695652173912","466.0091533180778","2463.270022883295"
"170900100203","53253.80634390651","118508.86143572621","77929.09515859766","54551.53088480802","29493.94323873122","7170.158597662771","90327.73622704507","8343.689482470785","9954.974958263772"
"170900030510","10682.955223880597","21334.753731343284","15146.847014925374","12100.970149253732","5133.511194029851","131.79850746268656","11346.305970149253","101.25","2469.3992537313434"
"170900030511","11274.557142857142","20930.757142857143","18105.519047619047","12736.057142857142","5576.914285714286","93.9952380952381","12884.738095238095","79.62857142857143","2957.7"
"170900030512","11344.49442379182","23638.46282527881","18264.027881040893","11654.903345724908","5914.083643122676","67.89405204460967","14992.977695167287","94.3457249070632","2942.940520446097"
"170900010401","883490.8292134831","779208.2449438202","631726.2179775281","365265.33258426964","349249.0","144351.51460674158","229080.36853932583","86816.44494382023","168405.1617977528"
"170900010402","828725.675170068","654421.5510204082","580451.418367347","328435.04931972787","339440.56462585035","130694.6156462585","214205.00510204083","84811.75340136055","159484.15476190476"
"170900010403","90728.17883211678","120597.30656934307","75516.81143552311","55163.79562043796","53885.131386861314","17956.678832116788","37256.91849148418","20635.638686131388","30590.862530413626"
"170900090202","42349.85386819484","79045.27220630372","40416.16332378223","45473.29226361032","23528.369627507163","4987.011461318051","42082.40114613181","7189.10888252149","9644.601719197708"
"170900090203","9637.679513184585","15366.079107505071","12392.52738336714","13265.882352941177","6214.381338742393","212.93103448275863","15144.74645030426","190.82555780933063","1901.26369168357"
"170900090201","234102.59310344828","357383.87586206896","223042.4459770115","171962.17931034483","127401.69195402299","46797.59310344828","191605.97471264369","56403.6091954023","81676.49195402299"
"170900090204","10927.360999194198","18036.20628525383","15701.720386784851","14850.137792103144","7485.20386784851","56.763094278807415","19132.058823529413","110.36905721192586","2250.392425463336"
"170900100103","29268.024590163935","65199.38797814208","48594.543715846994","31279.450819672133","13545.975409836066","1128.6939890710382","61476.360655737706","2211.601092896175","4656.286885245901"
"170900100102","23119.75415282392","48950.24584717608","38018.352159468435","24891.232558139534","10483.249169435216","759.5913621262458","47323.47508305648","1804.7408637873755","3319.6611295681064"
"170900100101","48065.645161290326","105710.74193548386","69499.97766749379","47102.89081885856","29459.508684863522","6410.2704714640195","78089.67245657569","9134.90322580645","7826.806451612903"
"170900010703","29690.338414634145","35829.07825203252","19255.218495934958","28443.016260162603","11587.806910569107","1953.9847560975609","17381.622967479674","3084.9837398373984","5414.993902439024"
"170900010702","38996.97777777778","45067.54761904762","24586.092063492062","41651.20952380952","15138.104761904762","2370.5920634920635","27202.03015873016","2619.3015873015875","6808.144444444444"
"170900010701","47518.24731182796","66199.93010752689","36074.63978494624","41367.532258064515","23296.83870967742","6675.365591397849","22287.456989247312","8601.36559139785","10932.344086021505"
"170800030104","586.0","1020.0","946.0","545.0","280.0","0.0","1048.0","2.0","86.0"
"170900030109","29662.746967071056","30563.23916811092","19777.507798960138","41404.56672443674","11910.615251299827","848.2062391681109","20290.07798960139","1030.838821490468","4569.036395147314"
"170900030108","35637.16585365854","35725.35609756097","19380.060975609755","52872.053658536584","14129.236585365854","499.1","14378.646341463415","840.090243902439","4444.0048780487805"
"170900030103","23081.88704819277","19578.41265060241","13979.871987951807","32001.81174698795","8752.260542168675","512.3373493975904","9773.609939759037","431.0015060240964","2992.7876506024095"
"170900030102","19971.066445182725","18403.730897009966","10273.049833887044","26036.93023255814","7057.365448504984","305.8936877076412","7230.604651162791","285.9667774086379","2643.840531561462"
"170900030101","20406.36111111111","18950.847222222223","10326.050925925925","25587.23611111111","7105.00462962963","458.11574074074076","7602.055555555556","320.72222222222223","2618.2083333333335"
"170900030107","32975.450606585786","29522.187175043327","21144.545927209707","42113.89774696707","12662.833622183709","845.7625649913344","18342.630849220102","1012.6447140381282","4259.954939341421"
"170900030106","57878.87614678899","54593.977064220184","28672.79357798165","75570.76146788991","20849.963302752294","761.0779816513761","20370.940366972478","967.1009174311927","6837.536697247707"
"170900030105","31042.05769230769","30708.740384615383","20734.197115384617","35679.76442307692","10712.23076923077","950.8942307692307","18489.721153846152","1211.3653846153845","3755.8365384615386"
"170900030104","36783.03076923077","43806.06538461539","25104.253846153846","42714.79615384615","13349.865384615385","1325.126923076923","24718.63076923077","1722.45","5403.065384615385"
"170900110205","340316.8822553897","309176.60696517414","284087.9087893864","123657.951907131","114142.53897180763","46329.616915422885","129335.44776119402","33999.94527363184","80064.17910447762"
"170900110204","703663.599099099","516881.6981981982","504101.6081081081","282358.85135135136","195736.8873873874","86188.95045045044","179473.4391891892","50151.02702702703","110985.87837837837"
"170900110201","697190.5652173914","501168.1642512077","475181.615942029","249645.47826086957","175609.0072463768","83717.22463768115","181103.65942028986","50614.59178743961","117524.76086956522"
"170900110203","502706.8601134216","345546.7088846881","311229.7504725898","140517.35916824196","142094.84310018903","63630.89603024575","156863.56332703214","42153.71644612477","101846.94517958412"
"170900110202","1348802.5444264943","1018778.3828756058","989836.2487883683","586128.6348949919","447837.1437802908","165687.549273021","329497.67689822294","107867.19547657511","191978.4733441034"
"170900010202","130669.77324263038","143932.19727891157","100912.04308390022","65870.40589569161","61426.077097505666","20847.548752834467","40293.75283446712","22554.809523809523","33864.38775510204"
"170900010201","1326312.5751295337","1083538.5","948373.4119170984","534090.3056994819","511364.3652849741","219019.93523316062","350037.5647668394","130898.71502590674","242241.45077720206"
"170900010801","61738.621978021976","73621.67472527473","37225.96703296703","57003.53186813187","24657.993406593407","2891.131868131868","31770.184615384616","4242.021978021978","9480.771428571428"
"170900010802","76573.57142857143","66886.24584717608","36260.52823920266","93060.51162790698","23723.578073089702","1589.6345514950167","34354.09634551495","2377.308970099668","11511.43853820598"
"170900090606","20590.553846153845","35298.820512820515","29170.625641025643","29281.233333333334","11171.284615384615","572.0282051282052","36072.389743589745","571.4076923076923","3637.005128205128"
"170900090607","10933.175537938845","16482.629671574177","16393.14382785957","12877.91053227633","6223.431483578709","4.488108720271801","19263.30577576444","112.77123442808607","1816.6885617214043"
"170900090604","55351.964705882354","126508.48823529412","63736.82352941176","68250.75294117647","36010.14117647059","6481.052941176471","87966.94705882353","11572.888235294118","16220.24705882353"
"170900090605","13425.82995951417","27536.02024291498","18869.453441295547","18625.295546558704","7516.878542510121","597.6558704453441","24905.736842105263","527.2469635627531","2963.63967611336"
"170900090602","48995.91266375546","115496.7598253275","64090.70305676856","53228.24454148472","39253.12663755458","8198.978165938865","82492.20524017468","13414.008733624454","18837.40611353712"
"170900090603","14710.583870967743","34807.98064516129","19557.145161290322","19924.8064516129","8133.151612903226","1311.425806451613","29885.090322580647","777.6903225806452","3372.5451612903225"
"170900090601","74529.54502369669","175415.90995260663","92961.15165876778","82294.28909952607","55035.056872037916","12259.691943127962","117336.88151658767","23388.071090047393","29807.620853080567"
"170900120202","118354.83372921615","210936.63182897863","200525.44655581948","106915.69833729217","57951.857482185274","151.624703087886","206532.57719714966","334.0285035629454","14883.703087885986"
"170900120201","83711.66666666667","187095.0","145733.33333333334","79578.33333333333","44424.0","586.6666666666666","162696.66666666666","1264.1666666666667","13012.5"
"170900060402","26110.886731391587","40117.77993527508","18303.171521035598","29200.546925566345","10683.174757281553","1738.9126213592233","11601.268608414239","2400.080906148867","5392.611650485437"
"170900060401","77297.5835777126","97934.53958944282","62533.16129032258","52399.36363636364","34835.79765395894","11573.621700879765","41376.59384164223","10386.25513196481","18388.384164222873"
"170900040104","623175.3018867924","587700.7735849057","458861.74528301886","275340.7405660377","286481.42452830187","91817.02358490566","207042.12735849057","63098.75943396227","155781.8962264151"
"170900040105","224107.94226327946","262674.53810623556","177311.30715935334","116360.63510392609","120115.94919168591","31957.658198614317","101767.52886836027","27375.090069284066","65376.193995381065"
"170900040101","2789843.060518732","2432210.991354467","2068944.2219020172","1463129.2103746398","1252016.0461095101","740745.219020173","894638.0172910662","309813.88760806917","418093.0691642651"
"170900040102","5465271.866863905","4269276.218934911","3587879.7899408285","2238472.7603550297","2041820.2130177515","902495.6775147929","1427828.3076923077","437599.8017751479","846940.3313609468"
"170900040103","2759241.49132948","2237227.0443159924","1852002.5645472063","1125633.3988439306","1042872.4065510597","449455.71098265896","763739.7552986513","229632.9267822736","456223.68208092486"
"170900100402","15629.442822384428","34518.52311435523","28711.306569343065","16444.761557177615","8483.917274939173","123.23357664233576","32684.133819951338","299.2189781021898","2932.695863746959"
"170900100403","12780.107843137255","26005.892156862745","22605.41176470588","13281.828431372549","7174.098039215686","0.0","27836.91176470588","123.61764705882354","2487.450980392157"
"170900100401","11038.151515151516","24435.409090909092","19934.387445887445","11062.495670995671","6434.116883116883","71.35930735930737","23827.91991341991","149.54112554112555","2113.9155844155844"
"170900100406","11858.266550522649","27510.571428571428","21254.020905923346","12982.73519163763","6803.959930313589","319.2526132404181","27912.764808362368","387.94425087108016","2477.8048780487807"
"170900100404","6268.165932452276","13334.676945668136","11101.936857562408","6742.033773861967","3796.747430249633","42.215859030837","13914.698972099854","102.1395007342144","1251.5917767988253"
"170900100405","7545.931034482759","21726.62271805274","14552.46247464503","9350.598377281947","4808.7707910750505","417.7383367139959","20905.41784989858","360.079107505071","1828.580121703854"
"170900090101","15636.175097276264","28314.591439688716","18374.089494163425","19982.80739299611","8741.194552529183","1038.5972762645915","16590.453307392996","511.2626459143969","3137.6439688715955"
"170900090103","90891.57671957673","162517.9814814815","86818.57936507936","80167.60582010582","51439.531746031746","19495.29894179894","70587.53968253969","25106.01851851852","26681.320105820105"
"170900090102","34552.089947089946","67386.50793650794","32860.48941798942","35129.53439153439","16602.39417989418","3565.7486772486773","28995.698412698413","2923.962962962963","6436.658730158731"
"170900090105","113019.1295971979","184808.50087565675","102611.91243432574","90186.85639229423","65741.01401050788","22263.735551663747","93345.91243432574","28899.98949211909","37677.30647985989"
"170900090104","49793.19847328244","101005.30279898219","49461.58269720102","51504.666666666664","26500.893129770993","4808.139949109414","50942.78371501272","4434.997455470738","10015.66921119593"
"170900090107","12237.46582278481","20788.701265822783","13554.777215189873","15569.096202531646","7231.035443037975","890.6835443037975","14908.496202531645","734.0405063291139","2379.093670886076"
"170900090106","41623.2125","78363.95625","40485.88125","43865.078125","21206.11875","4446.425","41398.75625","3963.078125","8051.296875"
"170900090109","13760.658036677454","26822.89644012945","22642.7238403452","14199.663430420713","8731.34412081985","0.46817691477885653","24321.15857605178","53.340884573894286","2892.0960086299892"
"170900090108","22241.15873015873","53469.741269841266","34880.04126984127","21551.280952380952","12936.11746031746","30.01746031746032","34583.8","104.77619047619048","4991.312698412698"
"170900060304","96358.16586538461","134227.65625","81549.83894230769","61375.120192307695","45017.50961538462","16435.060096153848","48564.30528846154","18655.71153846154","26162.165865384617"
"170900060305","98064.10826210826","137547.5868945869","83991.74928774929","79485.75498575499","42654.88603988604","12726.672364672364","44105.13675213675","15136.900284900285","26200.065527065526"
"170900060306","101670.103926097","138367.40184757506","86294.67898383371","80128.55196304849","49106.12702078522","15722.90300230947","51300.983833718245","15755.28637413395","27343.267898383372"
"170900060307","40238.815151515155","65117.01818181818","35801.469696969696","39045.00303030303","17500.536363636365","4231.272727272727","20128.872727272726","5734.4","8714.545454545454"
"170900060301","486076.01866666664","450402.84","409797.74933333334","220289.552","180588.544","76609.48533333333","179027.23466666666","62685.05333333334","123249.144"
"170900060302","203294.47826086957","236206.91739130433","183845.75652173912","103715.91304347826","99547.33913043479","37166.46086956522","100316.10869565218","34946.07391304348","59013.54782608696"
"170900060303","305224.77341389726","322255.31117824774","258322.51359516615","150648.49546827795","128433.92145015106","52380.41087613293","122877.43504531722","44754.02719033232","79767.70392749245"
"170900040207","39776207.73694391","34977293.81044488","30466641.6827853","22364218.4139265","18433421.160541587","10962199.709864603","13217606.885880077","4549359.284332689","6309904.642166344"
"170900040206","3263889.6530612246","2542245.336134454","2290388.3949579834","1480855.7803121249","1147131.681872749","432072.337334934","878047.475390156","240841.15966386555","576867.3697478991"
"170900040205","220381.3879093199","251853.10831234258","174486.02267002518","108380.95465994962","100449.56675062972","33664.831234256926","111867.54156171285","30408.234256926953","63110.71032745592"
"170900040204","39247129.76416819","31234074.07129799","27681606.6654479","17464809.281535648","14540278.831809873","6172277.299817185","9658684.603290677","2624109.654478976","5741732.138939671"
"170900040203","1146269.7563291139","960358.5474683545","867044.7626582278","537336.4430379746","405028.42088607594","133313.29430379748","301958.5","97483.11392405063","221677.08860759492"
"170900040202","1354010.790780142","1067681.7375886524","1017631.9060283687","634962.7978723404","438505.0620567376","187628.9095744681","342075.06382978725","100362.71631205674","240415.19858156028"
"170900040201","58392133.25635104","47111541.33949192","42078971.016166285","27203048.210161664","19290364.711316396","9255153.429561201","14982820.069284065","4146504.6362586603","8707228.152424943"
"170900040209","128287.8093385214","227835.5252918288","122027.15953307394","84577.56031128405","99510.31906614786","21667.070038910504","104383.61089494164","24682.1906614786","52020.68093385214"
"170900040208","1354905.6296296297","1475663.9365079366","1064565.238095238","707517.6084656084","670331.6825396825","236053.26984126985","601587.1957671958","152366.7619047619","327482.9417989418"
"170900020301","99062.25510204081","149659.05357142858","78527.60459183673","75277.54081632652","45720.0","13891.244897959185","49842.808673469386","16005.933673469388","17111.581632653062"
"170900020302","41213.517857142855","45701.32142857143","34328.42559523809","37697.12202380953","12609.574404761905","2801.7648809523807","20580.395833333332","2769.5208333333335","5333.895833333333"
"170900020303","21842.201149425287","22036.405172413793","15685.44540229885","21189.76724137931","6799.925287356322","1397.287356321839","11305.043103448275","1119.7614942528735","3046.4224137931033"
"170900020304","40912.579113924054","47635.990506329115","30501.398734177215","40937.803797468354","15452.411392405063","2027.642405063291","18259.677215189873","1563.7848101265822","5763.104430379747"
"170900020305","28283.315352697096","24956.57676348548","13857.215767634854","30308.132780082986","9096.427385892117","920.9087136929461","11937.53112033195","805.98755186722","3845.817427385892"
"170900020306","15194.966216216217","15835.996621621622","6954.89527027027","20369.219594594593","5678.486486486487","327.72297297297297","6263.310810810811","146.96959459459458","2395.1182432432433"
"170900050105","185137.708","181397.2","159676.864","77228.664","76386.748","34208.276","94944.864","27940.112","59801.356"
